Datetime,CO,NO,O3,H2S,NO2,SO2,NOX,Glob_rad,Net_rad,PM10,Pressure,Rain,Rel_hum,Temp,Wind_dir,Wind_speed
2009-01-01 01:00:00,0.34,2.0,3.0,0.0,1.0,0.0,3.0,0.0,-37.0,35.0,977.0,0.0,90.0,16.3,150.0,0.00999999
2009-01-01 02:00:00,0.29,3.0,1.0,0.0,1.0,1.0,4.0,0.0,-36.0,30.0,977.0,0.0,89.0,16.2,168.0,0.03
2009-01-01 03:00:00,0.26,2.0,1.0,0.0,1.0,1.0,3.0,0.0,-40.0,22.0,976.0,0.0,90.0,15.7,177.0,0.03
2009-01-01 04:00:00,0.39,2.0,1.0,0.0,1.0,1.0,3.0,0.0,-44.0,35.0,976.0,0.0,90.0,15.0,143.0,0.03
2009-01-01 05:00:00,0.32,2.0,2.0,0.0,1.0,1.0,2.0,0.0,-47.0,15.0,976.0,0.0,90.0,14.7,192.0,0.00999999
2009-01-01 06:00:00,0.24,2.0,3.0,0.0,0.0,1.0,2.0,0.0,-43.0,10.0,976.0,0.0,90.0,14.7,98.0,0.00999999
2009-01-01 07:00:00,0.21,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-41.0,14.0,977.0,0.0,90.0,14.7,197.0,0.0
2009-01-01 08:00:00,0.14,2.0,3.0,0.0,1.0,1.0,2.0,33.0,-17.0,19.0,978.0,0.0,91.0,15.3,172.0,0.00999999
2009-01-01 09:00:00,0.14,3.0,5.0,0.0,1.0,1.0,4.0,92.0,7.0,28.0,979.0,0.0,88.0,16.8,186.0,0.00999999
2009-01-01 10:00:00,0.24,2.0,12.0,0.0,1.0,1.0,3.0,389.0,160.0,36.0,979.0,0.0,72.0,21.4,112.0,0.11
2009-01-01 11:00:00,0.26,6.0,13.0,0.0,2.0,2.0,8.0,663.0,385.0,14.0,979.0,0.0,54.0,25.8,97.0,0.33
2009-01-01 12:00:00,0.21,20.0,7.0,1.0,5.0,4.0,25.0,758.0,457.0,3.0,978.0,0.0,47.0,27.7,108.0,0.22
2009-01-01 13:00:00,0.0899999,9.0,15.0,1.0,3.0,3.0,12.0,705.0,404.0,4.0,977.0,0.0,45.0,28.4,144.0,0.17
2009-01-01 14:00:00,0.03,2.0,20.0,1.0,1.0,1.0,3.0,778.0,484.0,4.0,976.0,0.0,42.0,28.8,142.0,0.17
2009-01-01 15:00:00,0.0,1.0,20.0,1.0,1.0,2.0,2.0,642.0,345.0,3.0,975.0,0.0,40.0,29.3,147.0,0.17
2009-01-01 16:00:00,0.14,1.0,23.0,0.0,0.0,1.0,1.0,270.0,138.0,3.0,975.0,0.0,44.0,27.1,114.0,0.0699999
2009-01-01 17:00:00,0.21,1.0,24.0,1.0,1.0,1.0,1.0,111.0,14.0,3.0,975.0,0.0,47.0,26.0,114.0,0.05
2009-01-01 18:00:00,,1.0,,0.0,1.0,1.0,2.0,39.0,-20.0,3.0,975.0,0.0,54.0,24.7,111.0,0.05
2009-01-01 19:00:00,0.24,1.0,21.0,0.0,1.0,,2.0,2.0,-40.0,4.0,976.0,0.0,62.0,23.0,91.0,0.04
2009-01-01 20:00:00,0.31,1.0,14.0,,1.0,1.0,3.0,0.0,-37.0,17.0,976.0,0.0,71.0,21.8,96.0,0.00999999
2009-01-01 21:00:00,0.22,,14.0,1.0,,1.0,,0.0,-40.0,26.0,977.0,0.0,73.0,21.3,217.0,0.00999999
2009-01-01 22:00:00,0.32,1.0,15.0,1.0,1.0,1.0,2.0,1.0,-53.0,26.0,978.0,0.0,74.0,20.6,141.0,0.04
2009-01-01 23:00:00,0.32,2.0,12.0,0.0,2.0,1.0,4.0,0.0,-40.0,10.0,978.0,0.0,72.0,20.2,148.0,0.05
2009-01-02 00:00:00,,,,,,,,,,,,,,,,
2009-01-02 01:00:00,0.21,1.0,15.0,0.0,1.0,1.0,1.0,0.0,-48.0,6.0,979.0,0.0,74.0,19.9,198.0,0.00999999
2009-01-02 02:00:00,0.0999999,0.0,12.0,0.0,0.0,1.0,1.0,0.0,-49.0,4.0,978.0,0.0,76.0,19.3,238.0,0.14
2009-01-02 03:00:00,0.0899999,1.0,13.0,1.0,0.0,1.0,1.0,0.0,-45.0,3.0,978.0,0.0,77.0,19.3,221.0,0.29
2009-01-02 04:00:00,0.22,1.0,11.0,0.0,0.0,1.0,1.0,0.0,-40.0,9.0,978.0,0.0,77.0,19.1,206.0,0.13
2009-01-02 05:00:00,0.24,1.0,9.0,0.0,0.0,0.0,1.0,0.0,-47.0,6.0,978.0,0.0,77.0,18.7,152.0,0.19
2009-01-02 06:00:00,0.26,1.0,9.0,0.0,0.0,0.0,1.0,0.0,-52.0,9.0,978.0,0.0,80.0,17.8,140.0,0.19
2009-01-02 07:00:00,0.19,1.0,8.0,0.0,0.0,1.0,1.0,0.0,-37.0,13.0,979.0,0.0,79.0,18.0,178.0,0.26
2009-01-02 08:00:00,0.0999999,1.0,8.0,0.0,0.0,1.0,1.0,23.0,-23.0,6.0,979.0,0.0,78.0,18.0,198.0,0.22
2009-01-02 09:00:00,0.0999999,1.0,8.0,0.0,0.0,2.0,1.0,83.0,18.0,3.0,981.0,0.0,74.0,18.8,135.0,0.0699999
2009-01-02 10:00:00,0.21,1.0,9.0,0.0,0.0,1.0,1.0,194.0,90.0,9.0,981.0,0.0,67.0,19.9,143.0,0.22
2009-01-02 11:00:00,0.26,1.0,11.0,0.0,0.0,2.0,1.0,412.0,198.0,6.0,981.0,0.0,58.0,22.6,119.0,0.41
2009-01-02 12:00:00,0.22,8.0,9.0,0.0,2.0,2.0,10.0,506.0,273.0,10.0,981.0,0.0,54.0,24.1,139.0,0.19
2009-01-02 13:00:00,0.12,8.0,11.0,0.0,3.0,2.0,11.0,444.0,240.0,11.0,980.0,0.0,52.0,24.5,182.0,0.0699999
2009-01-02 14:00:00,0.0699999,5.0,14.0,1.0,2.0,2.0,7.0,411.0,212.0,5.0,979.0,0.0,52.0,24.9,119.0,0.0699999
2009-01-02 15:00:00,0.0899999,2.0,18.0,1.0,2.0,2.0,4.0,193.0,79.0,3.0,978.0,0.0,56.0,24.0,176.0,0.0799999
2009-01-02 16:00:00,0.27,2.0,18.0,0.0,1.0,2.0,3.0,58.0,-7.0,3.0,977.0,0.0,62.0,22.8,143.0,0.05
2009-01-02 17:00:00,0.36,1.0,18.0,0.0,1.0,1.0,2.0,58.0,2.0,3.0,977.0,0.0,65.0,22.0,138.0,0.0699999
2009-01-02 18:00:00,0.31,1.0,17.0,0.0,0.0,1.0,1.0,23.0,-24.0,8.0,978.0,0.0,67.0,21.4,97.0,0.27
2009-01-02 19:00:00,,1.0,,0.0,1.0,1.0,1.0,2.0,-39.0,16.0,978.0,0.0,71.0,20.2,103.0,0.25
2009-01-02 20:00:00,0.21,1.0,15.0,0.0,0.0,,1.0,0.0,-36.0,8.0,979.0,0.0,72.0,20.1,122.0,0.16
2009-01-02 21:00:00,0.17,1.0,14.0,,0.0,2.0,1.0,0.0,-43.0,6.0,979.0,0.0,73.0,19.7,159.0,0.0999999
2009-01-02 22:00:00,0.27,,16.0,1.0,,1.0,,0.0,-39.0,12.0,980.0,0.0,72.0,19.4,133.0,0.13
2009-01-02 23:00:00,0.29,1.0,15.0,0.0,0.0,1.0,1.0,1.0,-47.0,18.0,980.0,0.0,75.0,18.8,96.0,0.00999999
2009-01-03 00:00:00,,,,,,,,,,,,,,,,
2009-01-03 01:00:00,0.24,1.0,12.0,0.0,0.0,1.0,1.0,0.0,-51.0,21.0,980.0,0.0,82.0,17.1,121.0,0.05
2009-01-03 02:00:00,0.15,1.0,13.0,0.0,1.0,1.0,1.0,0.0,-51.0,12.0,979.0,0.0,82.0,16.6,190.0,0.04
2009-01-03 03:00:00,0.15,1.0,13.0,0.0,0.0,1.0,1.0,0.0,-49.0,6.0,979.0,0.0,83.0,16.1,196.0,0.03
2009-01-03 04:00:00,0.29,1.0,8.0,0.0,0.0,1.0,1.0,0.0,-48.0,13.0,978.0,0.0,86.0,15.1,161.0,0.00999999
2009-01-03 05:00:00,0.36,1.0,4.0,0.0,1.0,1.0,1.0,0.0,-37.0,8.0,978.0,0.0,89.0,14.3,111.0,0.0
2009-01-03 06:00:00,0.32,1.0,3.0,0.0,0.0,1.0,1.0,0.0,-35.0,3.0,978.0,0.0,89.0,13.9,168.0,0.0
2009-01-03 07:00:00,0.27,1.0,3.0,0.0,1.0,1.0,2.0,0.0,-35.0,4.0,979.0,0.0,88.0,13.6,100.0,0.0
2009-01-03 08:00:00,0.22,2.0,2.0,0.0,1.0,1.0,3.0,21.0,-27.0,8.0,979.0,0.0,90.0,13.6,308.0,0.0
2009-01-03 09:00:00,0.19,3.0,5.0,0.0,1.0,1.0,4.0,108.0,7.0,28.0,980.0,0.0,88.0,15.7,117.0,0.03
2009-01-03 10:00:00,0.29,2.0,11.0,0.0,1.0,1.0,3.0,377.0,131.0,42.0,981.0,0.0,72.0,19.9,98.0,0.19
2009-01-03 11:00:00,0.29,2.0,15.0,0.0,1.0,1.0,2.0,647.0,369.0,16.0,981.0,0.0,55.0,23.7,98.0,0.42
2009-01-03 12:00:00,0.24,1.0,21.0,1.0,1.0,1.0,2.0,800.0,474.0,9.0,980.0,0.0,48.0,25.8,115.0,0.38
2009-01-03 13:00:00,0.0999999,1.0,24.0,1.0,1.0,1.0,1.0,480.0,252.0,10.0,979.0,0.0,49.0,25.8,100.0,0.14
2009-01-03 14:00:00,0.0699999,2.0,25.0,0.0,1.0,1.0,3.0,590.0,305.0,5.0,978.0,0.0,47.0,26.6,112.0,0.17
2009-01-03 15:00:00,0.0699999,2.0,27.0,1.0,2.0,2.0,4.0,442.0,226.0,3.0,977.0,0.0,48.0,25.1,131.0,0.0699999
2009-01-03 16:00:00,0.24,2.0,29.0,0.0,2.0,1.0,3.0,324.0,134.0,8.0,976.0,0.0,47.0,26.4,106.0,0.11
2009-01-03 17:00:00,0.32,3.0,28.0,0.0,2.0,1.0,5.0,324.0,18.0,5.0,976.0,0.0,55.0,23.9,76.0,0.04
2009-01-03 18:00:00,0.38,3.0,26.0,0.0,3.0,1.0,6.0,116.0,-33.0,14.0,976.0,0.0,57.0,23.5,74.0,0.03
2009-01-03 19:00:00,0.53,3.0,13.0,0.0,3.0,1.0,6.0,45.0,-53.0,26.0,976.0,0.0,72.0,19.7,102.0,0.03
2009-01-03 20:00:00,,3.0,,0.0,3.0,1.0,5.0,3.0,-51.0,59.0,977.0,0.0,80.0,17.7,145.0,0.00999999
2009-01-03 21:00:00,0.29,2.0,13.0,1.0,2.0,,3.0,0.0,-51.0,49.0,977.0,0.0,84.0,16.9,163.0,0.0
2009-01-03 22:00:00,0.39,1.0,15.0,,1.0,1.0,2.0,0.0,-49.0,36.0,978.0,0.0,86.0,16.2,133.0,0.0
2009-01-03 23:00:00,0.44,,15.0,1.0,,1.0,,0.0,-44.0,14.0,978.0,0.0,86.0,15.7,106.0,0.00999999
2009-01-04 00:00:00,,,,,,,,,,,,,,,,
2009-01-04 01:00:00,0.39,2.0,4.0,0.0,1.0,1.0,3.0,0.0,-41.0,17.0,978.0,0.0,89.0,14.9,166.0,0.00999999
2009-01-04 02:00:00,0.29,1.0,4.0,0.0,1.0,1.0,2.0,0.0,-39.0,12.0,978.0,0.0,90.0,14.5,253.0,0.00999999
2009-01-04 03:00:00,0.31,1.0,2.0,0.0,1.0,1.0,2.0,0.0,-39.0,19.0,978.0,0.0,90.0,14.0,190.0,0.0
2009-01-04 04:00:00,0.41,2.0,3.0,0.0,1.0,1.0,3.0,0.0,-43.0,31.0,978.0,0.0,90.0,13.9,144.0,0.00999999
2009-01-04 05:00:00,0.48,3.0,1.0,0.0,2.0,1.0,5.0,0.0,-41.0,18.0,977.0,0.0,90.0,13.8,166.0,0.00999999
2009-01-04 06:00:00,0.44,5.0,1.0,0.0,2.0,0.0,7.0,0.0,-39.0,37.0,977.0,0.0,90.0,13.5,157.0,0.0
2009-01-04 07:00:00,0.39,5.0,0.0,0.0,2.0,1.0,7.0,0.0,-38.0,52.0,978.0,0.0,91.0,13.3,228.0,0.0
2009-01-04 08:00:00,0.32,9.0,0.0,0.0,1.0,1.0,10.0,24.0,-24.0,30.0,978.0,0.0,92.0,13.2,129.0,0.0
2009-01-04 09:00:00,0.34,12.0,2.0,1.0,1.0,1.0,13.0,114.0,18.0,33.0,979.0,0.0,91.0,15.2,146.0,0.00999999
2009-01-04 10:00:00,0.39,10.0,7.0,1.0,2.0,2.0,12.0,372.0,128.0,52.0,980.0,0.0,77.0,18.5,101.0,0.13
2009-01-04 11:00:00,0.31,18.0,9.0,1.0,4.0,2.0,22.0,633.0,324.0,54.0,979.0,0.0,56.0,23.9,103.0,0.2
2009-01-04 12:00:00,0.22,28.0,8.0,1.0,6.0,5.0,34.0,737.0,382.0,36.0,978.0,0.0,47.0,26.3,104.0,0.19
2009-01-04 13:00:00,0.0899999,13.0,16.0,1.0,4.0,4.0,17.0,817.0,446.0,31.0,977.0,0.0,43.0,27.6,128.0,0.2
2009-01-04 14:00:00,0.0,4.0,23.0,1.0,3.0,3.0,7.0,658.0,339.0,12.0,976.0,0.0,43.0,27.8,108.0,0.16
2009-01-04 15:00:00,0.0,1.0,27.0,0.0,1.0,2.0,2.0,315.0,105.0,3.0,975.0,0.0,44.0,26.8,133.0,0.0699999
2009-01-04 16:00:00,0.21,0.0,26.0,1.0,1.0,2.0,1.0,478.0,237.0,3.0,974.0,0.0,43.0,26.7,107.0,0.38
2009-01-04 17:00:00,0.26,1.0,37.0,0.0,1.0,1.0,1.0,195.0,55.0,3.0,974.0,0.0,47.0,25.7,100.0,0.0699999
2009-01-04 18:00:00,0.39,1.0,31.0,0.0,1.0,1.0,2.0,38.0,-40.0,13.0,975.0,0.0,60.0,22.9,95.0,0.03
2009-01-04 19:00:00,0.46,2.0,16.0,0.0,2.0,1.0,3.0,3.0,-55.0,22.0,975.0,0.0,72.0,19.9,99.0,0.00999999
2009-01-04 20:00:00,0.36,1.0,18.0,0.0,1.0,2.0,2.0,0.0,-51.0,10.0,976.0,0.0,75.0,18.1,131.0,0.03
2009-01-04 21:00:00,,1.0,,0.0,1.0,1.0,1.0,0.0,-53.0,20.0,976.0,0.0,78.0,17.5,130.0,0.00999999
2009-01-04 22:00:00,0.41,1.0,13.0,0.0,1.0,,2.0,0.0,-54.0,29.0,976.0,0.0,83.0,16.1,112.0,0.03
2009-01-04 23:00:00,0.46,1.0,13.0,,1.0,1.0,1.0,0.0,-48.0,38.0,976.0,0.0,83.0,15.7,121.0,0.00999999
2009-01-05 00:00:00,,,,,,,,,,,,,,,,
2009-01-05 01:00:00,0.36,2.0,5.0,0.0,1.0,1.0,3.0,0.0,-43.0,24.0,976.0,0.0,88.0,14.4,129.0,0.0
2009-01-05 02:00:00,0.26,8.0,1.0,1.0,2.0,1.0,9.0,0.0,-40.0,29.0,976.0,0.0,89.0,14.0,231.0,0.00999999
2009-01-05 03:00:00,0.27,16.0,0.0,1.0,2.0,2.0,18.0,0.0,-42.0,56.0,976.0,0.0,89.0,13.8,202.0,0.00999999
2009-01-05 04:00:00,0.36,4.0,3.0,0.0,1.0,1.0,5.0,0.0,-44.0,68.0,976.0,0.0,89.0,13.3,172.0,0.0
2009-01-05 05:00:00,0.41,2.0,2.0,0.0,1.0,1.0,3.0,0.0,-44.0,42.0,975.0,0.0,89.0,13.2,183.0,0.0
2009-01-05 06:00:00,0.38,2.0,2.0,0.0,1.0,1.0,3.0,0.0,-45.0,26.0,976.0,0.0,90.0,12.9,265.0,0.0
2009-01-05 07:00:00,0.41,2.0,2.0,0.0,1.0,1.0,3.0,0.0,-42.0,29.0,976.0,0.0,90.0,12.8,136.0,0.00999999
2009-01-05 08:00:00,0.509999,11.0,0.0,0.0,1.0,1.0,12.0,22.0,-28.0,66.0,977.0,0.0,91.0,12.9,186.0,0.0
2009-01-05 09:00:00,0.549999,23.0,2.0,1.0,3.0,1.0,25.0,120.0,19.0,103.0,977.0,0.0,87.0,15.0,96.0,0.03
2009-01-05 10:00:00,0.44,11.0,8.0,1.0,3.0,1.0,13.0,367.0,105.0,113.0,978.0,0.0,74.0,18.8,100.0,0.04
2009-01-05 11:00:00,0.36,3.0,18.0,0.0,2.0,2.0,5.0,632.0,290.0,60.0,978.0,0.0,56.0,24.1,88.0,0.0799999
2009-01-05 12:00:00,0.21,1.0,24.0,1.0,1.0,1.0,2.0,745.0,343.0,39.0,977.0,0.0,46.0,26.4,104.0,0.25
2009-01-05 13:00:00,0.0899999,1.0,25.0,0.0,0.0,1.0,1.0,773.0,396.0,38.0,976.0,0.0,43.0,27.1,129.0,0.27
2009-01-05 14:00:00,0.0,0.0,26.0,1.0,0.0,1.0,1.0,604.0,296.0,15.0,974.0,0.0,43.0,27.2,101.0,0.45
2009-01-05 15:00:00,0.0,1.0,26.0,0.0,0.0,1.0,1.0,644.0,310.0,12.0,974.0,0.0,41.0,27.7,100.0,0.23
2009-01-05 16:00:00,0.17,0.0,29.0,1.0,1.0,1.0,1.0,502.0,248.0,15.0,973.0,0.0,42.0,28.1,93.0,0.29
2009-01-05 17:00:00,0.21,2.0,28.0,0.0,1.0,1.0,3.0,256.0,104.0,7.0,973.0,0.0,42.0,27.1,102.0,0.3
2009-01-05 18:00:00,0.27,2.0,32.0,0.0,2.0,1.0,3.0,52.0,-28.0,8.0,974.0,0.0,50.0,24.2,95.0,0.03
2009-01-05 19:00:00,0.36,2.0,22.0,0.0,2.0,1.0,4.0,4.0,-55.0,21.0,974.0,0.0,63.0,21.2,109.0,0.05
2009-01-05 20:00:00,0.24,1.0,24.0,0.0,1.0,1.0,2.0,0.0,-54.0,11.0,975.0,0.0,70.0,19.3,121.0,0.00999999
2009-01-05 21:00:00,0.17,1.0,26.0,0.0,1.0,1.0,1.0,0.0,-56.0,12.0,976.0,0.0,72.0,18.9,162.0,0.03
2009-01-05 22:00:00,,0.0,,0.0,0.0,1.0,1.0,0.0,-55.0,22.0,976.0,0.0,76.0,18.1,179.0,0.0
2009-01-05 23:00:00,0.31,0.0,20.0,0.0,0.0,,1.0,1.0,-57.0,10.0,976.0,0.0,80.0,17.2,121.0,0.00999999
2009-01-06 00:00:00,,,,,,,,,,,,,,,,
2009-01-06 01:00:00,0.32,,8.0,1.0,,1.0,,0.0,-45.0,14.0,976.0,0.0,87.0,15.1,174.0,0.00999999
2009-01-06 02:00:00,0.22,13.0,1.0,1.0,3.0,1.0,15.0,0.0,-41.0,43.0,976.0,0.0,88.0,15.2,236.0,0.0
2009-01-06 03:00:00,0.19,9.0,0.0,1.0,3.0,1.0,13.0,0.0,-35.0,86.0,976.0,0.0,88.0,15.0,195.0,0.0
2009-01-06 04:00:00,0.32,8.0,0.0,1.0,2.0,1.0,10.0,0.0,-34.0,107.0,975.0,0.0,89.0,14.3,149.0,0.00999999
2009-01-06 05:00:00,0.39,5.0,1.0,0.0,2.0,1.0,7.0,0.0,-35.0,94.0,975.0,0.0,89.0,13.9,121.0,0.0
2009-01-06 06:00:00,0.32,3.0,1.0,0.0,2.0,1.0,6.0,0.0,-42.0,81.0,976.0,0.0,89.0,13.7,175.0,0.0
2009-01-06 07:00:00,0.31,4.0,0.0,0.0,3.0,1.0,7.0,0.0,-43.0,72.0,976.0,0.0,90.0,13.6,163.0,0.0
2009-01-06 08:00:00,0.509999,17.0,1.0,0.0,1.0,1.0,18.0,34.0,-24.0,57.0,977.0,0.0,90.0,13.7,118.0,0.00999999
2009-01-06 09:00:00,0.5,14.0,2.0,1.0,3.0,1.0,17.0,133.0,17.0,85.0,978.0,0.0,87.0,15.9,127.0,0.0
2009-01-06 10:00:00,0.41,11.0,8.0,0.0,3.0,2.0,14.0,356.0,116.0,102.0,978.0,0.0,75.0,19.8,87.0,0.0799999
2009-01-06 11:00:00,0.21,,3.0,1.0,,8.0,,594.0,264.0,69.0,979.0,0.0,56.0,24.7,94.0,0.22
2009-01-06 12:00:00,0.0,69.0,5.0,1.0,10.0,13.0,80.0,696.0,309.0,45.0,978.0,0.0,45.0,27.2,89.0,0.11
2009-01-06 13:00:00,0.0,14.0,21.0,1.0,4.0,5.0,19.0,492.0,214.0,44.0,977.0,0.0,44.0,26.9,100.0,0.19
2009-01-06 14:00:00,0.0,2.0,25.0,1.0,2.0,2.0,3.0,699.0,355.0,17.0,976.0,0.0,40.0,28.5,105.0,0.25
2009-01-06 15:00:00,0.0,1.0,26.0,0.0,1.0,2.0,1.0,438.0,173.0,6.0,975.0,0.0,42.0,27.5,102.0,0.23
2009-01-06 16:00:00,0.02,1.0,25.0,0.0,0.0,1.0,1.0,529.0,224.0,12.0,974.0,0.0,39.0,28.5,92.0,0.27
2009-01-06 17:00:00,0.0,1.0,30.0,0.0,1.0,1.0,1.0,267.0,100.0,7.0,974.0,0.0,41.0,27.4,107.0,0.32
2009-01-06 18:00:00,0.0,1.0,28.0,0.0,1.0,1.0,2.0,75.0,-5.0,5.0,975.0,0.0,44.0,25.7,117.0,0.25
2009-01-06 19:00:00,0.31,2.0,19.0,0.0,2.0,1.0,5.0,6.0,-54.0,15.0,976.0,0.0,57.0,22.2,98.0,0.04
2009-01-06 20:00:00,0.19,1.0,18.0,0.0,1.0,2.0,3.0,1.0,-52.0,54.0,977.0,0.0,69.0,19.3,151.0,0.03
2009-01-06 21:00:00,0.14,1.0,17.0,0.0,1.0,2.0,2.0,1.0,-54.0,62.0,977.0,0.0,75.0,17.9,186.0,0.00999999
2009-01-06 22:00:00,0.21,1.0,17.0,0.0,1.0,1.0,2.0,0.0,-54.0,53.0,978.0,0.0,77.0,17.2,175.0,0.03
2009-01-06 23:00:00,,1.0,,0.0,1.0,1.0,1.0,0.0,-49.0,26.0,978.0,0.0,81.0,16.1,132.0,0.00999999
2009-01-07 00:00:00,,,,,,,,,,,,,,,,
2009-01-07 01:00:00,0.17,3.0,6.0,,2.0,1.0,5.0,0.0,-35.0,27.0,978.0,0.0,85.0,14.8,186.0,0.00999999
2009-01-07 02:00:00,0.22,,1.0,2.0,,1.0,,0.0,-33.0,55.0,978.0,0.0,87.0,14.4,155.0,0.00999999
2009-01-07 03:00:00,0.14,3.0,2.0,1.0,2.0,1.0,5.0,0.0,-32.0,62.0,978.0,0.0,86.0,13.8,162.0,0.0
2009-01-07 04:00:00,0.14,5.0,0.0,1.0,2.0,1.0,8.0,0.0,-32.0,63.0,978.0,0.0,88.0,13.6,85.0,0.0
2009-01-07 05:00:00,0.15,5.0,0.0,0.0,2.0,0.0,6.0,0.0,-36.0,42.0,978.0,0.0,89.0,13.1,99.0,0.0
2009-01-07 06:00:00,0.14,4.0,0.0,0.0,2.0,1.0,6.0,0.0,-41.0,34.0,978.0,0.0,89.0,12.9,217.0,0.00999999
2009-01-07 07:00:00,0.17,8.0,0.0,0.0,2.0,1.0,9.0,0.0,-40.0,40.0,979.0,0.0,89.0,12.4,145.0,0.00999999
2009-01-07 08:00:00,0.36,17.0,1.0,0.0,2.0,1.0,20.0,21.0,-25.0,42.0,980.0,0.0,90.0,12.7,132.0,0.00999999
2009-01-07 09:00:00,0.24,15.0,2.0,1.0,2.0,2.0,17.0,104.0,6.0,66.0,981.0,0.0,87.0,14.9,104.0,0.00999999
2009-01-07 10:00:00,0.0699999,8.0,8.0,1.0,2.0,2.0,9.0,359.0,124.0,75.0,981.0,0.0,73.0,19.0,90.0,0.0699999
2009-01-07 11:00:00,0.0,4.0,15.0,1.0,1.0,1.0,5.0,630.0,285.0,37.0,981.0,0.0,53.0,24.3,93.0,0.2
2009-01-07 12:00:00,0.0,2.0,21.0,1.0,1.0,1.0,3.0,737.0,325.0,25.0,980.0,0.0,42.0,27.3,95.0,0.3
2009-01-07 13:00:00,0.0,1.0,25.0,0.0,1.0,2.0,3.0,740.0,331.0,31.0,979.0,0.0,37.0,28.6,97.0,0.27
2009-01-07 14:00:00,0.0,6.0,20.0,1.0,3.0,4.0,10.0,532.0,230.0,13.0,978.0,0.0,37.0,27.4,110.0,0.26
2009-01-07 15:00:00,0.0,15.0,10.0,1.0,7.0,10.0,22.0,459.0,178.0,3.0,977.0,0.0,37.0,28.3,109.0,0.23
2009-01-07 16:00:00,0.03,11.0,20.0,1.0,5.0,8.0,16.0,513.0,226.0,10.0,976.0,0.0,36.0,28.8,106.0,0.41
2009-01-07 17:00:00,0.0,2.0,30.0,0.0,2.0,3.0,4.0,190.0,50.0,6.0,976.0,0.0,42.0,26.1,107.0,0.04
2009-01-07 18:00:00,0.03,6.0,19.0,1.0,5.0,5.0,12.0,83.0,-2.0,14.0,977.0,0.0,44.0,26.2,126.0,0.00999999
2009-01-07 19:00:00,0.22,5.0,13.0,1.0,5.0,2.0,9.0,6.0,-51.0,33.0,977.0,0.0,60.0,21.8,121.0,0.03
2009-01-07 20:00:00,0.03,2.0,15.0,0.0,2.0,2.0,4.0,1.0,-49.0,30.0,978.0,0.0,67.0,18.9,139.0,0.03
2009-01-07 21:00:00,0.0899999,1.0,16.0,0.0,1.0,2.0,3.0,1.0,-51.0,39.0,979.0,0.0,68.0,17.7,165.0,0.03
2009-01-07 22:00:00,0.03,1.0,15.0,0.0,1.0,1.0,2.0,1.0,-51.0,39.0,979.0,0.0,74.0,16.4,80.0,0.0
2009-01-07 23:00:00,0.0999999,1.0,8.0,0.0,1.0,1.0,3.0,1.0,-51.0,30.0,980.0,0.0,79.0,15.2,90.0,0.04
2009-01-08 00:00:00,,,,,,,,,,,,,,,,
2009-01-08 01:00:00,0.12,2.0,5.0,0.0,1.0,,3.0,0.0,-48.0,31.0,980.0,0.0,83.0,13.9,204.0,0.0
2009-01-08 02:00:00,0.0999999,2.0,5.0,,2.0,2.0,4.0,0.0,-47.0,37.0,979.0,0.0,84.0,13.3,173.0,0.00999999
2009-01-08 03:00:00,0.0,,2.0,1.0,,2.0,,0.0,-45.0,43.0,979.0,0.0,85.0,12.8,208.0,0.0
2009-01-08 04:00:00,0.0899999,5.0,0.0,1.0,2.0,1.0,7.0,0.0,-39.0,46.0,979.0,0.0,87.0,12.5,157.0,0.00999999
2009-01-08 05:00:00,0.14,4.0,1.0,0.0,2.0,1.0,6.0,0.0,-37.0,33.0,979.0,0.0,87.0,12.2,155.0,0.00999999
2009-01-08 06:00:00,0.0999999,4.0,0.0,0.0,2.0,1.0,7.0,0.0,-37.0,45.0,979.0,0.0,88.0,12.0,99.0,0.00999999
2009-01-08 07:00:00,0.15,4.0,1.0,0.0,2.0,1.0,6.0,0.0,-40.0,56.0,980.0,0.0,88.0,11.7,99.0,0.0
2009-01-08 08:00:00,0.27,10.0,1.0,1.0,2.0,1.0,12.0,20.0,-31.0,65.0,981.0,0.0,89.0,11.9,115.0,0.0
2009-01-08 09:00:00,0.26,15.0,3.0,1.0,2.0,1.0,17.0,85.0,-11.0,75.0,982.0,0.0,87.0,14.3,88.0,0.03
2009-01-08 10:00:00,0.0999999,5.0,11.0,1.0,1.0,1.0,6.0,346.0,101.0,76.0,983.0,0.0,71.0,18.6,97.0,0.05
2009-01-08 11:00:00,0.0,5.0,15.0,0.0,2.0,2.0,7.0,655.0,287.0,30.0,983.0,0.0,51.0,23.9,97.0,0.11
2009-01-08 12:00:00,0.0,34.0,7.0,1.0,6.0,6.0,40.0,729.0,325.0,13.0,982.0,0.0,44.0,26.4,114.0,0.14
2009-01-08 13:00:00,0.0,49.0,8.0,1.0,8.0,9.0,56.0,790.0,362.0,18.0,981.0,0.0,41.0,28.5,123.0,0.11
2009-01-08 14:00:00,0.0,13.0,15.0,1.0,4.0,4.0,17.0,712.0,305.0,9.0,979.0,0.0,37.0,28.4,108.0,0.2
2009-01-08 15:00:00,0.0,17.0,11.0,1.0,6.0,6.0,23.0,614.0,249.0,3.0,978.0,0.0,37.0,29.0,123.0,0.2
